address,is_erc20,is_erc721,block_timestamp,block_number,block_hash
0x3afc687a49b672c65776fad988a04d6616bc4054,false,false,2021-03-07 16:27:19 UTC,11992418,0x3221c796f35ac060a017b7d3e06b2a05bc2651977a452459617bae63721cabf1
0x33260ecc6452591b4a8a8a7acb37f57eb5c0b5cd,false,false,2021-03-07 16:27:19 UTC,11992418,0x3221c796f35ac060a017b7d3e06b2a05bc2651977a452459617bae63721cabf1
0x3f1756cf4b29b9a63230dcf3a58aef89bbf8c621,false,false,2021-03-07 16:27:12 UTC,11992416,0xf60d587633ebd254e89181283d83d0da5f311a2b1b528fc109e06c276c1ebdb1
0xd766c88854a8ff566b8c9126b7bd48045e21f59a,false,false,2021-03-07 16:27:12 UTC,11992416,0xf60d587633ebd254e89181283d83d0da5f311a2b1b528fc109e06c276c1ebdb1
0xa3cde34abc8ccdd26719c7703d808da69629dab7,false,false,2021-03-07 16:25:50 UTC,11992410,0x182d92656370797a02d9e3b592383fd4dfbe804d4a29a8c0b2b891b636cc85a2
0x1e0658ea1ef127b23b169ed44bf7839adc2bf0f9,false,false,2021-03-07 16:25:46 UTC,11992409,0xdbab1cd86d60545cdbff2f7da1189b59168763532dd03fffbf15c94a1493568c
0xb96be6e359d639d3caf8ec82f1cc98e7f445c810,false,false,2021-03-07 16:24:33 UTC,11992406,0xaad13b1efce195adb8c1967c4a5c92c2b2169234d4f3219cc53edf6dd8c368b5
0xbff8010e0c29b8174f3bf835d10634265fd05091,false,false,2021-03-07 16:23:09 UTC,11992403,0x67e34bdbeff44ef2fd0aad9651b938ba2d2e28d4d8353a840e0494cff1b9bf2d
0x47a38d58e2c8037987c1be5047236eb3b383e21b,false,false,2021-03-07 16:23:09 UTC,11992403,0x67e34bdbeff44ef2fd0aad9651b938ba2d2e28d4d8353a840e0494cff1b9bf2d
0xe06701391299320ef8ddb8cb8c99732b9eee091b,false,false,2021-03-07 16:23:09 UTC,11992403,0x67e34bdbeff44ef2fd0aad9651b938ba2d2e28d4d8353a840e0494cff1b9bf2d
0xa3b45cea31e0d1aebdff54e5a21a5016ab5c3d69,false,false,2021-03-07 16:22:33 UTC,11992401,0x7b88268c81aec97df624a9fa79fe0344aa75c8d76b41af7e913965d4a16ff330
